year_of_manufacture,vehicle_type,motive_power,no_vehicles,Year,File
2004,Passenger vehicles,Other,453,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2005,Passenger vehicles,Other,1426,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2006,Passenger vehicles,Other,2563,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2007,Passenger vehicles,Other,2392,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2008,Passenger vehicles,Other,3423,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2009,Passenger vehicles,Other,3116,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2010,Passenger vehicles,Other,2448,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2011,Passenger vehicles,Other,919,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2012,Passenger vehicles,Other,2632,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2013,Passenger vehicles,Other,2440,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2014,Passenger vehicles,Other,1818,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2015,Passenger vehicles,Other,910,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2016,Passenger vehicles,Other,103,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2017,Passenger vehicles,Other,20,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2018,Passenger vehicles,Other,16,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2019,Passenger vehicles,Other,13,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2020,Passenger vehicles,Other,11,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2021,Passenger vehicles,Other,4,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2022,Passenger vehicles,Other,21,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2023,Passenger vehicles,Other,33,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2024,Passenger vehicles,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
Not stated,Passenger vehicles,Other,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1901,Light commercial vehicles,Petrol,3,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1902,Light commercial vehicles,Petrol,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1903,Light commercial vehicles,Petrol,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1904,Light commercial vehicles,Petrol,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1905,Light commercial vehicles,Petrol,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1906,Light commercial vehicles,Petrol,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1907,Light commercial vehicles,Petrol,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1908,Light commercial vehicles,Petrol,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1909,Light commercial vehicles,Petrol,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1910,Light commercial vehicles,Petrol,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1911,Light commercial vehicles,Petrol,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1912,Light commercial vehicles,Petrol,3,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1913,Light commercial vehicles,Petrol,3,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1914,Light commercial vehicles,Petrol,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1915,Light commercial vehicles,Petrol,6,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1916,Light commercial vehicles,Petrol,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1917,Light commercial vehicles,Petrol,3,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1918,Light commercial vehicles,Petrol,3,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1919,Light commercial vehicles,Petrol,5,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1920,Light commercial vehicles,Petrol,6,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1921,Light commercial vehicles,Petrol,3,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1922,Light commercial vehicles,Petrol,9,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1923,Light commercial vehicles,Petrol,71,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1924,Light commercial vehicles,Petrol,41,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1925,Light commercial vehicles,Petrol,49,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1926,Light commercial vehicles,Petrol,74,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1927,Light commercial vehicles,Petrol,91,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1928,Light commercial vehicles,Petrol,276,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1929,Light commercial vehicles,Petrol,123,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1930,Light commercial vehicles,Petrol,53,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1931,Light commercial vehicles,Petrol,27,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1932,Light commercial vehicles,Petrol,74,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1933,Light commercial vehicles,Petrol,37,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1934,Light commercial vehicles,Petrol,93,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1935,Light commercial vehicles,Petrol,65,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1936,Light commercial vehicles,Petrol,75,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1937,Light commercial vehicles,Petrol,114,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1938,Light commercial vehicles,Petrol,95,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1939,Light commercial vehicles,Petrol,74,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1940,Light commercial vehicles,Petrol,95,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1941,Light commercial vehicles,Petrol,80,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1942,Light commercial vehicles,Petrol,316,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1943,Light commercial vehicles,Petrol,89,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1944,Light commercial vehicles,Petrol,99,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1945,Light commercial vehicles,Petrol,32,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1946,Light commercial vehicles,Petrol,179,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1947,Light commercial vehicles,Petrol,133,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1948,Light commercial vehicles,Petrol,312,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1949,Light commercial vehicles,Petrol,187,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1950,Light commercial vehicles,Petrol,262,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1951,Light commercial vehicles,Petrol,267,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1952,Light commercial vehicles,Petrol,309,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1953,Light commercial vehicles,Petrol,451,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1954,Light commercial vehicles,Petrol,578,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1955,Light commercial vehicles,Petrol,662,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1956,Light commercial vehicles,Petrol,714,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1957,Light commercial vehicles,Petrol,426,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1958,Light commercial vehicles,Petrol,465,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1959,Light commercial vehicles,Petrol,464,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1960,Light commercial vehicles,Petrol,429,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1961,Light commercial vehicles,Petrol,416,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1962,Light commercial vehicles,Petrol,536,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1963,Light commercial vehicles,Petrol,664,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1964,Light commercial vehicles,Petrol,1290,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1965,Light commercial vehicles,Petrol,798,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1966,Light commercial vehicles,Petrol,966,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1967,Light commercial vehicles,Petrol,932,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1968,Light commercial vehicles,Petrol,867,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1969,Light commercial vehicles,Petrol,932,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1970,Light commercial vehicles,Petrol,1429,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1971,Light commercial vehicles,Petrol,1772,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1972,Light commercial vehicles,Petrol,1995,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1973,Light commercial vehicles,Petrol,1956,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1974,Light commercial vehicles,Petrol,2729,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1975,Light commercial vehicles,Petrol,2746,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1976,Light commercial vehicles,Petrol,2998,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1977,Light commercial vehicles,Petrol,3085,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1978,Light commercial vehicles,Petrol,3649,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1979,Light commercial vehicles,Petrol,2883,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1980,Light commercial vehicles,Petrol,2249,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1981,Light commercial vehicles,Petrol,2459,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1982,Light commercial vehicles,Petrol,2398,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1983,Light commercial vehicles,Petrol,2205,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1984,Light commercial vehicles,Petrol,3305,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1985,Light commercial vehicles,Petrol,3306,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1986,Light commercial vehicles,Petrol,2169,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1987,Light commercial vehicles,Petrol,1804,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1988,Light commercial vehicles,Petrol,3577,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1989,Light commercial vehicles,Petrol,5598,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1990,Light commercial vehicles,Petrol,6145,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1991,Light commercial vehicles,Petrol,5575,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1992,Light commercial vehicles,Petrol,7302,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1993,Light commercial vehicles,Petrol,7276,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1994,Light commercial vehicles,Petrol,9957,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1995,Light commercial vehicles,Petrol,11108,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1996,Light commercial vehicles,Petrol,12813,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1997,Light commercial vehicles,Petrol,14880,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1998,Light commercial vehicles,Petrol,20288,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1999,Light commercial vehicles,Petrol,23981,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2000,Light commercial vehicles,Petrol,25069,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2001,Light commercial vehicles,Petrol,28792,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2002,Light commercial vehicles,Petrol,34963,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2003,Light commercial vehicles,Petrol,48623,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2004,Light commercial vehicles,Petrol,55366,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2005,Light commercial vehicles,Petrol,60402,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2006,Light commercial vehicles,Petrol,42242,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2007,Light commercial vehicles,Petrol,47162,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2008,Light commercial vehicles,Petrol,46692,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2009,Light commercial vehicles,Petrol,41069,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2010,Light commercial vehicles,Petrol,36779,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2011,Light commercial vehicles,Petrol,28503,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2012,Light commercial vehicles,Petrol,26268,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2013,Light commercial vehicles,Petrol,23603,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2014,Light commercial vehicles,Petrol,19948,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2015,Light commercial vehicles,Petrol,18938,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2016,Light commercial vehicles,Petrol,19931,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2017,Light commercial vehicles,Petrol,16082,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2018,Light commercial vehicles,Petrol,14560,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2019,Light commercial vehicles,Petrol,14530,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2020,Light commercial vehicles,Petrol,16368,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2021,Light commercial vehicles,Petrol,22443,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2022,Light commercial vehicles,Petrol,23946,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2023,Light commercial vehicles,Petrol,15011,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
2024,Light commercial vehicles,Petrol,3,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
Not stated,Light commercial vehicles,Petrol,249,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1901,Light commercial vehicles,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1902,Light commercial vehicles,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1903,Light commercial vehicles,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1904,Light commercial vehicles,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1905,Light commercial vehicles,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1906,Light commercial vehicles,Diesel,3,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1907,Light commercial vehicles,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1908,Light commercial vehicles,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1909,Light commercial vehicles,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1910,Light commercial vehicles,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1911,Light commercial vehicles,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1912,Light commercial vehicles,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1913,Light commercial vehicles,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1914,Light commercial vehicles,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1915,Light commercial vehicles,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1916,Light commercial vehicles,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1917,Light commercial vehicles,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1918,Light commercial vehicles,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1919,Light commercial vehicles,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1920,Light commercial vehicles,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1921,Light commercial vehicles,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1922,Light commercial vehicles,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1923,Light commercial vehicles,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1924,Light commercial vehicles,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1925,Light commercial vehicles,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1926,Light commercial vehicles,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1927,Light commercial vehicles,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1928,Light commercial vehicles,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1929,Light commercial vehicles,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1930,Light commercial vehicles,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1931,Light commercial vehicles,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1932,Light commercial vehicles,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1933,Light commercial vehicles,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1934,Light commercial vehicles,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1935,Light commercial vehicles,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1936,Light commercial vehicles,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1937,Light commercial vehicles,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1938,Light commercial vehicles,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1939,Light commercial vehicles,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1940,Light commercial vehicles,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1941,Light commercial vehicles,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1942,Light commercial vehicles,Diesel,8,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1943,Light commercial vehicles,Diesel,0,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1944,Light commercial vehicles,Diesel,3,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1945,Light commercial vehicles,Diesel,3,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1946,Light commercial vehicles,Diesel,5,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1947,Light commercial vehicles,Diesel,3,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1948,Light commercial vehicles,Diesel,7,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1949,Light commercial vehicles,Diesel,3,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1950,Light commercial vehicles,Diesel,10,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1951,Light commercial vehicles,Diesel,3,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1952,Light commercial vehicles,Diesel,6,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1953,Light commercial vehicles,Diesel,3,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1954,Light commercial vehicles,Diesel,17,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1955,Light commercial vehicles,Diesel,16,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1956,Light commercial vehicles,Diesel,9,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1957,Light commercial vehicles,Diesel,10,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1958,Light commercial vehicles,Diesel,13,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1959,Light commercial vehicles,Diesel,26,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1960,Light commercial vehicles,Diesel,33,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1961,Light commercial vehicles,Diesel,33,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1962,Light commercial vehicles,Diesel,21,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1963,Light commercial vehicles,Diesel,36,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1964,Light commercial vehicles,Diesel,34,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1965,Light commercial vehicles,Diesel,48,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1966,Light commercial vehicles,Diesel,53,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1967,Light commercial vehicles,Diesel,47,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1968,Light commercial vehicles,Diesel,89,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1969,Light commercial vehicles,Diesel,44,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1970,Light commercial vehicles,Diesel,121,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1971,Light commercial vehicles,Diesel,80,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1972,Light commercial vehicles,Diesel,98,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1973,Light commercial vehicles,Diesel,128,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1974,Light commercial vehicles,Diesel,153,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1975,Light commercial vehicles,Diesel,184,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1976,Light commercial vehicles,Diesel,271,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1977,Light commercial vehicles,Diesel,281,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1978,Light commercial vehicles,Diesel,434,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1979,Light commercial vehicles,Diesel,608,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1980,Light commercial vehicles,Diesel,731,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1981,Light commercial vehicles,Diesel,1032,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1982,Light commercial vehicles,Diesel,1034,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1983,Light commercial vehicles,Diesel,1171,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1984,Light commercial vehicles,Diesel,2184,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1985,Light commercial vehicles,Diesel,3086,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1986,Light commercial vehicles,Diesel,2022,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1987,Light commercial vehicles,Diesel,1969,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1988,Light commercial vehicles,Diesel,4210,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
1989,Light commercial vehicles,Diesel,5078,2024,rva-2024-mvs-vehtype-mtvpwr-yom-rpc.csv
